Organization,AwardYear,AWARD_SUM,AWARD_COUNT,AverageAwardDuration,Award Total
University of Minnesota-Twin Cities,2002,82867650,103,3.67961165,
University of Minnesota-Twin Cities,2001,48544942,108,3.638888889,
University of Mississippi,2012,2325066,6,3,
University of Mississippi,2011,2932758,11,3.090909091,
University of Mississippi,2010,4096132,10,2.9,
University of Mississippi,2009,1903113,6,3.5,
University of Mississippi,2008,1744931,6,3.5,
University of Mississippi,2007,2036815,6,3.333333333,
University of Mississippi,2006,2215147,9,3.555555556,
University of Mississippi,2005,1608014,6,3.166666667,
University of Mississippi,2004,5439593,5,4.4,
University of Mississippi,2003,2135635,2,4,
University of Mississippi,2002,3228001,9,3.777777778,
University of Mississippi,2001,1161870,7,2.285714286,
University of Mississippi Medical Center,2010,851372,3,2.666666667,
University of Mississippi Medical Center,2003,394997,2,3,
University of Mississippi Medical Center,2002,547474,2,4,
University of Missouri-Columbia,2012,7195511,29,2.620689655,
University of Missouri-Columbia,2011,13337436,36,2.944444444,
University of Missouri-Columbia,2010,14775154,36,2.861111111,
University of Missouri-Columbia,2009,25242807,57,3.087719298,
University of Missouri-Columbia,2008,11778087,43,3.441860465,
University of Missouri-Columbia,2007,16196996,43,3.558139535,
University of Missouri-Columbia,2006,15257170,41,3.87804878,
University of Missouri-Columbia,2005,15142333,30,3.633333333,
University of Missouri-Columbia,2004,32682836,47,3.531914894,
University of Missouri-Columbia,2003,10130823,33,3.787878788,
University of Missouri-Columbia,2002,18441184,45,3.111111111,
University of Missouri-Columbia,2001,14900496,38,3.394736842,
University of Missouri-Kansas City,2012,551783,3,3.666666667,
University of Missouri-Kansas City,2011,1550282,7,2.571428571,
University of Missouri-Kansas City,2010,800283,3,1.666666667,
University of Missouri-Kansas City,2009,4268216,8,3.375,
University of Missouri-Kansas City,2008,4105350,9,3.777777778,
University of Missouri-Kansas City,2006,1024868,3,5,
University of Missouri-Kansas City,2005,1504703,3,3.666666667,
University of Missouri-Kansas City,2004,1326239,7,3,
University of Missouri-Kansas City,2003,2104401,4,4,
University of Missouri-Kansas City,2002,3852580,8,3.125,
University of Missouri-Kansas City,2001,738891,5,2.6,
University of Missouri-Saint Louis,2012,1124626,3,3.666666667,
University of Missouri-Saint Louis,2011,1886823,7,2.857142857,
University of Missouri-Saint Louis,2010,2290680,10,2.7,
University of Missouri-Saint Louis,2009,2908413,7,4.142857143,
University of Missouri-Saint Louis,2008,5152912,7,3.714285714,
University of Missouri-Saint Louis,2007,3338277,5,3.6,
University of Missouri-Saint Louis,2006,2759036,8,4.25,
University of Missouri-Saint Louis,2005,829869,4,2.75,
University of Missouri-Saint Louis,2004,4737834,10,3.2,
University of Missouri-Saint Louis,2003,3683588,7,3,
University of Missouri-Saint Louis,2002,800371,4,4.25,
University of Missouri-Saint Louis,2001,1691601,7,2.571428571,
University of Montana,2012,4223159,12,3.166666667,
University of Montana,2011,2769795,11,2.727272727,
University of Montana,2010,4366541,12,2.916666667,
University of Montana,2009,10589496,24,3.5,
University of Montana,2008,4689958,13,3.615384615,
University of Montana,2007,5537753,15,3.4,
University of Montana,2006,5327156,14,3.785714286,
University of Montana,2005,7276197,16,3.9375,
University of Montana,2004,14999818,14,3.785714286,
University of Montana,2003,3923731,17,3.647058824,
University of Montana,2002,4186081,11,3.272727273,
University of Montana,2001,4533258,9,3.444444444,
University of Nebraska,2010,12478671,3,3.333333333,
University of Nebraska at Omaha,2012,1519787,4,3,
University of Nebraska at Omaha,2008,163986,2,1.5,
University of Nebraska at Omaha,2006,374000,2,4,
University of Nebraska at Omaha,2004,2099264,2,4.5,
University of Nebraska at Omaha,2003,2483145,2,6.5,
University of Nebraska at Omaha,2002,599781,4,2.5,
University of Nebraska Medical Center,2008,583035,2,3.5,
University of Nebraska Medical Center,2007,1191903,2,4,
University of Nebraska-Lincoln,2012,8071146,36,2.666666667,
University of Nebraska-Lincoln,2011,17981180,55,2.709090909,
University of Nebraska-Lincoln,2010,17413847,40,3.05,
University of Nebraska-Lincoln,2009,27740539,53,3.056603774,
University of Nebraska-Lincoln,2008,21486488,37,3.486486486,
University of Nebraska-Lincoln,2007,12302377,43,3.441860465,
University of Nebraska-Lincoln,2006,14601169,42,3.595238095,
University of Nebraska-Lincoln,2005,22413919,33,3.515151515,
University of Nebraska-Lincoln,2004,23091260,47,3.659574468,
University of Nebraska-Lincoln,2003,13512763,35,3.371428571,
University of Nebraska-Lincoln,2002,21077515,38,3.421052632,
University of Nebraska-Lincoln,2001,12419499,43,3.325581395,
University of Nevada Desert Research Institute,2012,1695620,6,2.166666667,
University of Nevada Desert Research Institute,2011,1324475,6,2.166666667,
University of Nevada Desert Research Institute,2010,4396488,12,3.25,
University of Nevada Desert Research Institute,2009,4289735,11,3.090909091,
University of Nevada Desert Research Institute,2008,2860024,12,3.083333333,
University of Nevada Desert Research Institute,2007,2672561,11,3.090909091,
University of Nevada Desert Research Institute,2006,1840018,8,3.5,
University of Nevada Desert Research Institute,2005,4799196,8,3.625,
University of Nevada Desert Research Institute,2004,1849213,8,3,
University of Nevada Desert Research Institute,2003,3753730,12,4.166666667,
University of Nevada Desert Research Institute,2002,3121449,10,3.5,
University of Nevada Desert Research Institute,2001,2033868,12,3.666666667,
University of Nevada Las Vegas,2012,1220551,6,2.666666667,
University of Nevada Las Vegas,2011,1489160,8,2.5,
University of Nevada Las Vegas,2010,3524784,11,2.909090909,
University of Nevada Las Vegas,2009,2993516,11,3.636363636,
University of Nevada Las Vegas,2008,1350532,7,3,
University of Nevada Las Vegas,2007,4871033,19,3.578947368,
University of Nevada Las Vegas,2006,2764765,12,2.833333333,
University of Nevada Las Vegas,2005,2273747,7,3.285714286,
University of Nevada Las Vegas,2004,818359,7,3.142857143,
University of Nevada Las Vegas,2003,2918813,13,3.769230769,
University of Nevada Las Vegas,2002,2378283,8,3.875,
University of Nevada Las Vegas,2001,818142,5,2.4,
University of Nevada Reno,2012,2551262,14,2.071428571,
University of Nevada Reno,2011,5422771,19,2.789473684,
University of Nevada Reno,2010,4004063,15,2.733333333,
University of Nevada Reno,2009,8786015,29,2.965517241,
University of Nevada Reno,2008,4142445,19,3.105263158,
University of Nevada Reno,2007,12316888,21,3.523809524,
University of Nevada Reno,2006,3856064,13,4.076923077,
University of Nevada Reno,2005,5658598,21,3.333333333,
University of Nevada Reno,2004,7672438,13,4,
University of Nevada Reno,2003,6386020,19,3.315789474,
University of Nevada Reno,2002,7509920,14,3.785714286,
University of Nevada Reno,2001,10778357,21,4.19047619,
University of New England,2011,522519,2,3,
University of New England,2009,2985008,2,4,
University of New England,2007,960442,2,4.5,
University of New England,2004,490788,2,2.5,
University of New Hampshire,2012,10435830,35,3.028571429,
University of New Hampshire,2011,14625146,30,3.133333333,
University of New Hampshire,2010,10675930,33,3,
University of New Hampshire,2009,15595068,45,3.2,
University of New Hampshire,2008,6199531,20,3.7,
University of New Hampshire,2007,14979861,26,3.692307692,
University of New Hampshire,2006,13106216,31,3.741935484,
University of New Hampshire,2005,6163819,27,3.37037037,
University of New Hampshire,2004,12374422,35,3.485714286,
University of New Hampshire,2003,6358123,30,2.9,
University of New Hampshire,2002,8344590,28,3.25,
University of New Hampshire,2001,4684369,20,3.6,
University of New Mexico,2012,8976450,34,2.882352941,
University of New Mexico,2011,10539456,43,2.697674419,
University of New Mexico,2010,20101866,52,2.903846154,
University of New Mexico,2009,46422778,56,3.321428571,
University of New Mexico,2008,21763978,43,3.162790698,
University of New Mexico,2007,14894611,44,3.363636364,
University of New Mexico,2006,23647377,45,3.622222222,
University of New Mexico,2005,18242414,39,3.615384615,
University of New Mexico,2004,11264181,38,3.078947368,
University of New Mexico,2003,29950225,55,3.381818182,
University of New Mexico,2002,24942364,46,3.434782609,
University of New Mexico,2001,11056354,42,3.404761905,
University of New Mexico Health Sciences Center,2010,852311,3,2,
University of New Mexico Health Sciences Center,2009,1329739,2,4,
University of New Mexico Health Sciences Center,2006,385318,2,2.5,
University of New Mexico Health Sciences Center,2004,562219,3,1.666666667,
University of New Orleans,2012,286889,2,3,
University of New Orleans,2011,669000,4,2.5,
University of New Orleans,2010,2492518,8,2.75,
University of New Orleans,2009,836164,5,2.8,
University of New Orleans,2007,900998,4,3.25,
University of New Orleans,2006,2368232,8,3.5,
University of New Orleans,2005,2319421,8,3.75,
University of New Orleans,2004,2642670,8,3.375,
University of New Orleans,2003,2039834,7,3.428571429,
University of New Orleans,2002,1091407,6,3.5,
University of New Orleans,2001,1647277,5,3.8,
University of North Carolina at Asheville,2011,725825,2,4,
University of North Carolina at Asheville,2010,413689,2,3,
University of North Carolina at Asheville,2009,1100768,2,4,
University of North Carolina at Asheville,2007,440860,2,4,
University of North Carolina at Asheville,2004,185063,2,2.5,
University of North Carolina at Asheville,2003,642120,2,3.5,
University of North Carolina at Chapel Hill,2012,25744909,66,2.727272727,
University of North Carolina at Chapel Hill,2011,28960265,68,2.882352941,
University of North Carolina at Chapel Hill,2010,30563683,66,3,
University of North Carolina at Chapel Hill,2009,29405841,66,3.212121212,
University of North Carolina at Chapel Hill,2008,24192192,60,3.65,
University of North Carolina at Chapel Hill,2007,22069428,57,3.456140351,
University of North Carolina at Chapel Hill,2006,19260700,53,3.886792453,
University of North Carolina at Chapel Hill,2005,24785085,58,3.793103448,
University of North Carolina at Chapel Hill,2004,17157968,60,3.466666667,
University of North Carolina at Chapel Hill,2003,18593226,47,3.914893617,
University of North Carolina at Chapel Hill,2002,17009533,52,3.365384615,
University of North Carolina at Chapel Hill,2001,25943745,57,3.543859649,
University of North Carolina at Charlotte,2012,5596388,20,2.85,
University of North Carolina at Charlotte,2011,4652493,18,2.611111111,
University of North Carolina at Charlotte,2010,7930096,34,2.705882353,
University of North Carolina at Charlotte,2009,10705659,33,3.303030303,
University of North Carolina at Charlotte,2008,9066290,18,3.833333333,
University of North Carolina at Charlotte,2007,2604660,19,2.736842105,
University of North Carolina at Charlotte,2006,6840460,19,3.526315789,
University of North Carolina at Charlotte,2005,3070886,9,3.444444444,
University of North Carolina at Charlotte,2004,3077399,13,3.615384615,
University of North Carolina at Charlotte,2003,6293598,19,3.947368421,
University of North Carolina at Charlotte,2002,7100985,10,3.8,
University of North Carolina at Charlotte,2001,607708,6,3.5,
University of North Carolina at Pembroke,2005,597881,2,4.5,
University of North Carolina at Wilmington,2012,2232436,11,2.454545455,
University of North Carolina at Wilmington,2011,1420098,6,2.666666667,
University of North Carolina at Wilmington,2010,2467265,10,2.8,
University of North Carolina at Wilmington,2009,2648985,8,3.5,
University of North Carolina at Wilmington,2008,2450029,9,3.555555556,
University of North Carolina at Wilmington,2007,2343675,6,3.333333333,
University of North Carolina at Wilmington,2006,1329190,9,2.888888889,
University of North Carolina at Wilmington,2005,155750,2,2.5,
University of North Carolina at Wilmington,2004,879009,5,2.6,
University of North Carolina at Wilmington,2003,2286757,6,4.833333333,
University of North Carolina at Wilmington,2002,1379262,4,2.25,
University of North Carolina at Wilmington,2001,1332798,5,3.6,
University of North Carolina Greensboro,2012,104460,3,1,
University of North Carolina Greensboro,2011,759981,3,2.666666667,
University of North Carolina Greensboro,2010,3674646,7,3,
University of North Carolina Greensboro,2009,2310398,8,3,
University of North Carolina Greensboro,2008,2554220,8,3.25,
University of North Carolina Greensboro,2007,979528,4,3.5,
University of North Carolina Greensboro,2006,1538003,6,3.333333333,
University of North Carolina Greensboro,2005,1423608,2,5,
University of North Carolina Greensboro,2004,468294,3,2.333333333,
University of North Carolina Greensboro,2003,1872271,5,3.8,
University of North Carolina Greensboro,2002,965754,5,3.4,
University of North Carolina Greensboro,2001,2121947,7,3,
University of North Dakota Main Campus,2012,551897,4,1.75,
University of North Dakota Main Campus,2011,1359543,4,3.5,
University of North Dakota Main Campus,2010,1579263,6,2.666666667,
University of North Dakota Main Campus,2009,4513591,10,3.5,
University of North Dakota Main Campus,2008,757128,3,3.666666667,
University of North Dakota Main Campus,2007,2081965,6,2.666666667,
University of North Dakota Main Campus,2006,1977511,7,3.428571429,
University of North Dakota Main Campus,2005,769649,4,3.5,
University of North Dakota Main Campus,2004,880918,2,3.5,
University of North Dakota Main Campus,2003,2063555,7,3.857142857,
University of North Dakota Main Campus,2002,563325,5,3.2,
University of North Dakota Main Campus,2001,2050320,7,4,
University of North Florida,2008,347587,2,4,
